File,Commit,Author,Commit Message,Start Line,End Line,Previous Author,Previous Commit,Keyword Label,Commit Date,Previous Commit Date
tests/entrypoints/__init__.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,1,0,,,0,2017-09-02 07:30:03,
tests/functional/test_fish.py,70c8916,nvbn,#298 Add func tests for selecting rule,3,3,nvbn,9d91b96,0,2015-07-30 15:28:20,2015-07-29 13:30:32
tests/functional/test_fish.py,e1416a0,nvbn,#N/A Add tests for fish,7,8,,,0,2015-07-24 05:04:49,
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,4,4,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,9ab4491,nvbn,"#N/A Add tests for ""ctrl+c""",2,2,nvbn,174ada0,0,2015-07-24 20:14:58,2015-07-24 05:09:08
tests/functional/test_fish.py,e1416a0,nvbn,#N/A Add tests for fish,1,1,,,0,2015-07-24 05:04:49,
tests/functional/test_fish.py,2cadcca,Pablo Santiago Blum de Aguiar,#1248: Reuse Docker images in functional tests,5,6,Joseph Frazier,91fceb4,0,2023-07-10 12:34:46,2016-10-06 15:09:19
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,11,11,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,cdd5f21,nvbn,Add `functional` marker,17,17,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,18,19,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,cdd5f21,nvbn,Add `functional` marker,22,22,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_fish.py,9d91b96,nvbn,#298 Simplify func tests,9,9,nvbn,2da3d02,0,2015-07-29 13:30:32,2015-07-25 00:01:03
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,23,24,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,e1416a0,nvbn,#N/A Add tests for fish,20,21,,,0,2015-07-24 05:04:49,
tests/functional/test_fish.py,b2a5009,Vladimir Iakovlev,#N/A: Ensure that thefuck successfully installed in functional tests,10,10,nvbn,45d849b,0,2016-08-13 11:50:21,2015-09-01 15:36:25
tests/functional/test_fish.py,45d849b,nvbn,Use `thefuck --alias` in func tests,12,12,nvbn,9d91b96,0,2015-09-01 15:36:25,2015-07-29 13:30:32
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,28,29,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,cdd5f21,nvbn,Add `functional` marker,32,32,nvbn,8cc19da,0,2015-09-05 22:13:44,2015-09-05 21:56:18
tests/functional/test_fish.py,9ab4491,nvbn,"#N/A Add tests for ""ctrl+c""",30,31,nvbn,174ada0,0,2015-07-24 20:14:58,2015-07-24 05:09:08
tests/functional/test_fish.py,70c8916,nvbn,#298 Add func tests for selecting rule,25,26,nvbn,8f6d8b1,0,2015-07-30 15:28:20,2015-07-27 14:28:09
tests/functional/test_fish.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,33,34,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_fish.py,cdd5f21,nvbn,Add `functional` marker,27,27,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_fish.py,8f6d8b1,nvbn,Add tests for history changes fro bash and zsh,35,36,nvbn,b2457d1,0,2015-07-27 14:28:09,2015-07-25 00:35:55
tests/functional/test_fish.py,9d91b96,nvbn,#298 Simplify func tests,13,16,nvbn,2da3d02,0,2015-07-29 13:30:32,2015-07-25 00:01:03
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,7,11,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,2,3,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,12,12,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,13,13,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,1,1,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,5,5,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,4,4,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,6,6,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,23,24,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,27,27,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,19,19,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,16,18,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,14,15,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,20,22,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,25,26,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,28,42,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,43,46,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,47,47,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,48,48,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,53,53,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,54,54,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,66,66,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,49,52,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,67,67,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,55,65,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,f9a4b69,Vladimir Iakovlev,#N/A: Reorganize entrypoints,76,76,Vladimir Iakovlev,6a09615,0,2017-09-02 07:30:03,2017-08-08 14:13:37
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,78,85,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,68,75,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,87,87,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6f39edc,Vladimir Iakovlev,#611: Force use `MagicMock` in tests,77,77,,,0,2017-03-13 22:35:57,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,88,88,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,89,90,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,86,86,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,91,93,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,95,96,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,94,94,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,98,101,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,97,97,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,103,105,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,106,106,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,108,121,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,102,102,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,123,125,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,122,122,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,127,131,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,107,107,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,134,135,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,126,126,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,14a9cd8,Vladimir Iakovlev,#611: Allow to configure alias automatically by calling `fuck` twice,137,140,,,0,2017-03-13 20:50:13,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,132,133,,,0,2017-08-08 14:13:37,
tests/entrypoints/test_not_configured.py,6a09615,Vladimir Iakovlev,#662: Autoconfigure when `fuck` was called < 60 seconds ago from the same shell,136,136,,,0,2017-08-08 14:13:37,
tests/output_readers/test_rerun.py,c2df71c,Pablo Santiago Blum de Aguiar,#994: Replace decoding errors with the replacement marker  Fix #994  Reference: https://docs.python.org/3/library/codecs.html#error-handlers,27,34,Pablo Aguiar,25142f8,1,2021-07-29 19:37:19,2018-10-08 20:32:30
tests/output_readers/test_rerun.py,7b7c150,Pablo Santiago Blum de Aguiar,#697: Encode expanded script on Python 2  Fix #697,36,40,Pablo Santiago Blum de Aguiar,c2df71c,1,2021-08-17 13:40:56,2021-07-29 19:37:19
tests/output_readers/test_rerun.py,617aaa1,Pablo Santiago Blum de Aguiar,#1248: Skip a failing test when running on Windows,35,35,Pablo Santiago Blum de Aguiar,7b7c150,0,2023-07-10 12:40:45,2021-08-17 13:40:56
tests/output_readers/test_rerun.py,25142f8,Pablo Aguiar,"Some improvements (#846)  * #833: do not require sudo on TravisCI  * #N/A: Add Python dev releases to TravisCI pipeline  Inspired by Brett Cannon's advise [1].      1: https://snarky.ca/how-to-use-your-project-travis-to-help-test-python-itself/  * #837: try and kill proc and its children  * #N/A: show shell information on `thefuck --version`  * #N/A: omit default arguments to get_close_matches  * #842: add settings var to control number of close matches  * #N/A: remove `n` from the list of `get_closest`'s args",1,2,,,0,2018-10-08 20:32:30,
tests/output_readers/test_rerun.py,25142f8,Pablo Aguiar,"Some improvements (#846)  * #833: do not require sudo on TravisCI  * #N/A: Add Python dev releases to TravisCI pipeline  Inspired by Brett Cannon's advise [1].      1: https://snarky.ca/how-to-use-your-project-travis-to-help-test-python-itself/  * #837: try and kill proc and its children  * #N/A: show shell information on `thefuck --version`  * #N/A: omit default arguments to get_close_matches  * #842: add settings var to control number of close matches  * #N/A: remove `n` from the list of `get_closest`'s args",5,26,,,0,2018-10-08 20:32:30,
tests/output_readers/test_rerun.py,25142f8,Pablo Aguiar,"Some improvements (#846)  * #833: do not require sudo on TravisCI  * #N/A: Add Python dev releases to TravisCI pipeline  Inspired by Brett Cannon's advise [1].      1: https://snarky.ca/how-to-use-your-project-travis-to-help-test-python-itself/  * #837: try and kill proc and its children  * #N/A: show shell information on `thefuck --version`  * #N/A: omit default arguments to get_close_matches  * #842: add settings var to control number of close matches  * #N/A: remove `n` from the list of `get_closest`'s args",41,74,,,0,2018-10-08 20:32:30,
tests/output_readers/test_rerun.py,617aaa1,Pablo Santiago Blum de Aguiar,#1248: Skip a failing test when running on Windows,3,4,Pablo Santiago Blum de Aguiar,7b7c150,0,2023-07-10 12:40:45,2021-08-17 13:40:56
tests/functional/__init__.py,7906025,nvbn,#N/A Add docker-based functional tests,1,0,,,0,2015-07-24 00:56:21,
tests/rules/test_adb_unknown_command.py,7b10a86,David Hart,Add rule for ADB unknown commands (#765),1,41,,,0,2018-01-05 21:20:03,
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",2,2,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",7,8,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",4,4,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",1,1,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,2cadcca,Pablo Santiago Blum de Aguiar,#1248: Reuse Docker images in functional tests,5,6,Joseph Frazier,10b2057,0,2023-07-10 12:34:46,2016-10-06 15:12:38
tests/functional/test_tcsh.py,70c8916,nvbn,#298 Add func tests for selecting rule,3,3,nvbn,9d91b96,0,2015-07-30 15:28:20,2015-07-29 13:30:32
tests/functional/test_tcsh.py,9d91b96,nvbn,#298 Simplify func tests,9,9,nvbn,2da3d02,0,2015-07-29 13:30:32,2015-07-25 00:01:03
tests/functional/test_tcsh.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,11,11,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_tcsh.py,9d91b96,nvbn,#298 Simplify func tests,12,12,nvbn,2da3d02,0,2015-07-29 13:30:32,2015-07-25 00:01:03
tests/functional/test_tcsh.py,cdd5f21,nvbn,Add `functional` marker,18,18,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_tcsh.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,19,20,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",21,22,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,9d91b96,nvbn,#298 Simplify func tests,15,17,nvbn,2da3d02,0,2015-07-29 13:30:32,2015-07-25 00:01:03
tests/functional/test_tcsh.py,70c8916,nvbn,#298 Add func tests for selecting rule,26,27,nvbn,8f6d8b1,0,2015-07-30 15:28:20,2015-07-27 14:28:09
tests/functional/test_tcsh.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,24,25,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_tcsh.py,cdd5f21,nvbn,Add `functional` marker,23,23,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_tcsh.py,b2a5009,Vladimir Iakovlev,#N/A: Ensure that thefuck successfully installed in functional tests,10,10,nvbn,45d849b,0,2016-08-13 11:50:21,2015-09-01 15:36:25
tests/functional/test_tcsh.py,45d849b,nvbn,Use `thefuck --alias` in func tests,14,14,nvbn,9d91b96,0,2015-09-01 15:36:25,2015-07-29 13:30:32
tests/functional/test_tcsh.py,14e4158,nvbn,"Add tests for tcsh, fix tcsh alias",31,32,nvbn,9ab4491,1,2015-07-24 20:50:22,2015-07-24 20:14:58
tests/functional/test_tcsh.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,29,30,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_tcsh.py,cdd5f21,nvbn,Add `functional` marker,28,28,nvbn,45d849b,0,2015-09-05 22:13:44,2015-09-01 15:36:25
tests/functional/test_tcsh.py,8cc19da,nvbn,Use `pytest-docker-pexpect` for func tests,34,35,nvbn,45d849b,0,2015-09-05 21:56:18,2015-09-01 15:36:25
tests/functional/test_tcsh.py,cdd5f21,nvbn,Add `functional` marker,33,33,nvbn,8cc19da,0,2015-09-05 22:13:44,2015-09-05 21:56:18
tests/functional/test_tcsh.py,8f6d8b1,nvbn,Add tests for history changes fro bash and zsh,36,37,nvbn,2da3d02,0,2015-07-27 14:28:09,2015-07-25 00:01:03
tests/functional/test_tcsh.py,917c6ac,nvbn,#524: Fix tcsh encoding,13,13,nvbn,45d849b,1,2016-06-27 21:00:49,2015-09-01 15:36:25
tests/rules/test_ag_literal.py,db4b379,Joseph Frazier,"Suggest `ag -Q` when relevant  This detects when `ag` suggests the `-Q` option, and adds it.",5,5,,,0,2016-10-03 04:33:40,
tests/rules/test_ag_literal.py,db4b379,Joseph Frazier,"Suggest `ag -Q` when relevant  This detects when `ag` suggests the `-Q` option, and adds it.",1,1,,,0,2016-10-03 04:33:40,
tests/rules/test_ag_literal.py,4625d85,Vladimir Iakovlev,#682: Unify work with output in classic and instant mode,3,3,Joseph Frazier,77fc021,0,2017-08-31 15:58:56,2016-10-05 14:52:24
tests/rules/test_ag_literal.py,77fc021,Joseph Frazier,Refactor tests/rules/test_ag_literal.py  https://github.com/nvbn/thefuck/pull/561#discussion_r81894710,2,2,Joseph Frazier,b2947ab,0,2016-10-05 14:52:24,2016-10-05 14:32:14
tests/rules/test_ag_literal.py,77fc021,Joseph Frazier,Refactor tests/rules/test_ag_literal.py  https://github.com/nvbn/thefuck/pull/561#discussion_r81894710,8,9,Joseph Frazier,b2947ab,0,2016-10-05 14:52:24,2016-10-05 14:32:14
tests/rules/test_ag_literal.py,db4b379,Joseph Frazier,"Suggest `ag -Q` when relevant  This detects when `ag` suggests the `-Q` option, and adds it.",4,4,,,0,2016-10-03 04:33:40,
tests/rules/test_ag_literal.py,4625d85,Vladimir Iakovlev,#682: Unify work with output in classic and instant mode,7,7,Joseph Frazier,77fc021,0,2017-08-31 15:58:56,2016-10-05 14:52:24
tests/rules/test_ag_literal.py,77fc021,Joseph Frazier,Refactor tests/rules/test_ag_literal.py  https://github.com/nvbn/thefuck/pull/561#discussion_r81894710,6,6,Joseph Frazier,b2947ab,0,2016-10-05 14:52:24,2016-10-05 14:32:14
tests/rules/test_ag_literal.py,db4b379,Joseph Frazier,"Suggest `ag -Q` when relevant  This detects when `ag` suggests the `-Q` option, and adds it.",10,10,,,0,2016-10-03 04:33:40,
