File,Commit,Author,Commit Message,Start Line,End Line,Previous Author,Previous Commit,Keyword Label,Commit Date,Previous Commit Date
CnCTDRAMapEditor/App.config,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,36,,,0,2020-09-10 18:12:58,
CnCRemastered.sln,03416d2,PG-SteveT,"Initial Source Code commit  Initial commit of original Tiberian Dawn and Red Alert source code converted to build as DLLs, and compatible with the release version of Command & Conquer Remastered.",2,26,,,0,2020-05-27 19:16:20,
CnCRemastered.sln,ae72fce,PG-SteveT,August 6th Patch Update  Accumulated DLL source code changes since June 22nd patch,1,1,PG-SteveT,03416d2,1,2020-08-06 16:44:54,2020-05-27 19:16:20
CnCTDRAMapEditor/Controls/BriefingSettings.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,75,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/BriefingSettings.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,29,PG-SteveT,03416d2,0,2020-09-10 18:12:58,2020-05-27 19:16:20
CnCTDRAMapEditor/Controls/BasicSettings.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,80,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/BasicSettings.resx,7d496e8,PG-SteveT,September 24th Hotfix  Fixed some problematic harvester behavior Implemented 10% build time reduction for Turkey Neutral structures are capturable in multiplayer again (except for STRUCT_V01) Other misc. fixes,1,1,PG-SteveT,e37e174,1,2020-09-24 17:20:58,2020-09-10 18:12:58
CnCTDRAMapEditor/Controls/BasicSettings.resx,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,2,120,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/CnCTDRAMapEditor.csproj,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,536,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/BasicSettings.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,518,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/ImageTooltip.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,50,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/ImageTooltip.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,64,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/MapPanel.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,52,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/BriefingSettings.resx,7d496e8,PG-SteveT,September 24th Hotfix  Fixed some problematic harvester behavior Implemented 10% build time reduction for Turkey Neutral structures are capturable in multiplayer again (except for STRUCT_V01) Other misc. fixes,1,1,PG-SteveT,e37e174,1,2020-09-24 17:20:58,2020-09-10 18:12:58
CnCTDRAMapEditor/Controls/BriefingSettings.resx,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,2,120,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/MenuButton.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,50,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/MenuButton.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,74,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/MapPanel.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,535,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/MapPanel.resx,7d496e8,PG-SteveT,September 24th Hotfix  Fixed some problematic harvester behavior Implemented 10% build time reduction for Turkey Neutral structures are capturable in multiplayer again (except for STRUCT_V01) Other misc. fixes,1,1,PG-SteveT,e37e174,1,2020-09-24 17:20:58,2020-09-10 18:12:58
CnCTDRAMapEditor/Controls/MapPanel.resx,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,2,123,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/ObjectProperties.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,272,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/PlayerSettings.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,86,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/ObjectProperties.resx,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,2,120,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/ObjectProperties.resx,7d496e8,PG-SteveT,September 24th Hotfix  Fixed some problematic harvester behavior Implemented 10% build time reduction for Turkey Neutral structures are capturable in multiplayer again (except for STRUCT_V01) Other misc. fixes,1,1,PG-SteveT,e37e174,1,2020-09-24 17:20:58,2020-09-10 18:12:58
CnCTDRAMapEditor/Controls/ObjectProperties.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,345,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/PropertiesComboBox.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,65,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/PropertiesComboBox.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,50,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/PlayerSettings.resx,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,2,120,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/PlayerSettings.resx,7d496e8,PG-SteveT,September 24th Hotfix  Fixed some problematic harvester behavior Implemented 10% build time reduction for Turkey Neutral structures are capturable in multiplayer again (except for STRUCT_V01) Other misc. fixes,1,1,PG-SteveT,e37e174,1,2020-09-24 17:20:58,2020-09-10 18:12:58
CnCTDRAMapEditor/Controls/PlayerSettings.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,375,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/TypeComboBox.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,50,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/TerrainProperties.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,158,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Controls/TerrainProperties.Designer.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,112,,,0,2020-09-10 18:12:58,
CnCTDRAMapEditor/Dialogs/ErrorMessageBox.cs,e37e174,PG-SteveT,C&C Remastered Map Editor  Initial commit of C&C Remastered Map Editor code,1,55,,,0,2020-09-10 18:12:58,
